Director Score ,Director Experiecne,Actor 1 Experience ,Actor 1 Score ,Actor 2 Experience ,Actor 2 Score,Actor 3 Experience ,Actor 3 score,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,Class
1027119,1,1,2331318,2,20477659,3,28282241.33,105,982,503,269,2603,10000000,8
71011965.86,7,14,76351020.57,1,7204138,1,7204138,64,734,574,296,2085,41000000,8
27855546.67,3,8,33466025.13,1,37877959,4,25345995.5,212,2000,820,612,4896,15000000,5
15608545,1,2,15728321.5,1,20422207,1,20422207,34,1000,681,642,4369,35000000,6
17242965,2,7,19500889.29,1,30050028,3,59375479,9,623,472,466,2484,17000000,5
35799457,2,16,49811301.44,3,49645563.67,1,31165421,91,5000,2000,1000,10247,60000000,5
164569324,25,26,70791394.65,3,49645563.67,4,99649822.5,0,3000,2000,1000,10438,26000000,4
127191395.4,7,2,53489240.5,3,49645563.67,4,99649822.5,0,3000,2000,1000,10438,26000000,4
72543215.79,19,13,69471662,1,119793567,1,119793567,18,622,161,18,848,78000000,1
66365476.13,8,22,55336343.86,1,27515786,1,27515786,309,592,556,279,1620,14000000,6
4105123,1,1,5701643,1,5701643,1,5701643,44,627,12,9,653,20000000,8
96132575.5,2,6,33581918.33,1,43929341,1,43929341,0,690,107,87,902,120000000,4
141592451.8,8,22,55336343.86,3,68375427,1,173585516,0,3000,1000,1000,7860,18000000,1
18663911,1,10,43598478.9,3,68375427,1,31494270,1000,10000,1000,719,12687,60000000,5
3726079,2,2,8575582,3,68375427,1,46495,50,13000,1000,338,14638,14000000,9
313436,1,1,638951,1,638951,1,638951,5,51,24,5,83,1592000,9
10114315,1,1,15126948,1,15126948,2,21570742,13,742,152,141,1227,5000000,7
72217146.33,3,4,121106343,2,43107412.5,3,43877676,719,833,624,423,2356,95000000,3
3713002,1,3,10238699.33,2,43107412.5,2,10946814,26,638,624,385,2282,15000000,7
21214091,3,11,68036095.55,2,30582404.5,1,31584722,14,2000,934,756,5707,20000000,5
86831823,2,11,64944704,2,30582404.5,1,29580087,30,963,935,727,3150,58000000,6
23086958.4,5,31,51583335.03,1,71975611,1,71975611,101,129,25,23,214,25000000,3
53634485.67,3,1,22843047,2,36612587.5,2,12264738,438,852,637,466,2397,55000000,6
69135334,4,1,50382128,2,36612587.5,1,50382128,0,907,637,476,2723,5500000,4
119948293.3,3,16,49811301.44,1,132541238,2,75406842.5,163,1000,409,338,2505,33000000,1
80108003,8,2,73266790,1,43532294,3,34199002.33,368,11000,529,383,12088,65000000,4
447750,1,5,13258906,1,1046166,1,1046166,0,922,374,230,1835,9000000,8
189942999.3,7,36,91783206.47,1,291709845,1,291709845,80,1000,190,82,1317,180000000,1
124562239.1,13,16,49811301.44,1,54724272,1,54724272,166,971,329,281,2043,12000000,4
484221,1,1,1098224,1,1098224,1,1098224,0,178,69,40,359,2000000,8
77135179.6,5,1,26525834,1,26525834,1,26525834,631,631,199,95,1023,30000000,6
3435379,2,6,50017033,1,243768,1,243768,6,32,17,17,72,30000,9
38174620.8,5,3,46852971.67,7,33182320,1,11560259,13,15000,4000,869,22485,22000000,7
1347118,2,22,55336343.86,7,33182320,3,6421885.333,3000,10000,4000,844,15835,7400000,8
21088568,1,3,262688462,7,33182320,2,40801650,44,23000,4000,902,29370,15000000,4
44834712,1,16,49811301.44,7,33182320,4,50448855.25,272,22000,4000,957,29252,15000000,4
57750000,1,7,31481136.43,7,33182320,3,24099021,488,5000,4000,2000,12700,57000000,6
113700023.7,3,1,63695760,7,33182320,2,47675425.5,179,8000,4000,403,12850,65000000,3
43396149.8,5,1,34126138,7,33182320,5,57028158.2,1000,14000,4000,1000,19364,20000000,5
4966666.667,3,11,69926981.45,2,44730619,5,22473785.8,31,4000,980,551,6388,10000000,7
76501438,1,3,120693777,2,44730619,2,76894498,120,12000,980,664,16539,11000000,3
42597837.88,8,6,138646275.7,1,111722000,2,55882440,767,597,396,382,1966,11000000,1
152696378.8,5,6,118162566.3,2,45146580,1,55500000,883,180,172,133,762,36000000,4
142232953.3,8,12,19671363.17,2,45146580,1,34793160,116,327,172,25,552,14000000,5
38174620.8,5,3,61519911,1,55994557,3,58892929.67,28,10000,884,586,13597,60000000,4
110536,1,1,95016,1,95016,1,95016,7,289,38,17,362,2700000,9
100287966.8,4,1,300523113,5,267371281.6,4,202854853,171,21000,17000,10000,52547,68000000,1
129454717.5,16,4,88343496.75,5,267371281.6,1,155111815,274,26000,17000,11000,72881,170000000,1
94664663.56,8,14,85053953.93,5,267371281.6,3,293740493.3,129,21000,17000,12000,64040,50000000,1
88590721.67,3,26,70791394.65,5,267371281.6,3,293740493.3,386,21000,17000,12000,59177,120000000,1
87173364.5,6,19,137619039.4,5,267371281.6,3,293740493.3,386,21000,17000,12000,59177,120000000,1
111664263.5,2,7,25096096.57,2,74176878,2,84624405.5,0,4000,722,721,8172,60000000,1
40164921,4,24,44844668.58,2,74176878,1,39177541,0,12000,722,717,14899,50000000,5
90817089.14,7,14,85053953.93,5,73364183.8,3,26740161.67,521,11000,1000,970,16710,64000000,5
113139457.7,7,2,60518475,5,73364183.8,3,102587885,333,14000,1000,362,15912,27000000,3
34837036,5,1,75370763,5,73364183.8,1,75370763,0,19000,1000,380,20683,60000000,3
132310602,7,9,33403070.44,5,73364183.8,3,108822579,0,10000,1000,898,12760,80000000,1
7382993,1,2,39229101.5,5,73364183.8,1,778565,0,33000,1000,428,34779,4800000,9
252652,1,1,535249,1,535249,1,535249,10,189,131,126,768,3400000,9
4074023,1,1,77231,2,2178904,2,7322557,44,1000,580,533,2115,25000000,9
17934709.75,4,5,114922384,2,2178904,2,2357497,41,722,580,577,2859,10000000,8
103946321.3,3,2,10715206.5,3,63188697,5,22473785.8,12000,22000,617,552,24618,55000000,7
94664663.56,8,6,25108509.33,3,63188697,2,26506299.5,179,11000,617,551,13093,38000000,8
56863546.33,3,3,60965988.33,3,63188697,2,103217068,125,10000,617,168,11036,55000000,1
1631839,1,26,70791394.65,3,45114582.67,6,11664967.33,216,1000,1000,968,4755,8000000,8
74148718.14,7,12,41981311,3,45114582.67,2,76894498,120,12000,1000,664,16230,30000000,3
49727030.27,11,1,53715611,3,45114582.67,1,53715611,10,13000,1000,349,14574,63000000,4
6350058,1,2,58476019,1,11144518,1,11144518,9,595,417,47,1139,15000000,7
30259652,1,9,67751452.11,2,27392943.5,1,23292105,212,960,917,637,3261,20000000,6
31895218.11,9,12,31450127.92,2,27392943.5,5,70558230.2,0,10000,917,882,12754,32000000,5
4000000,1,1,7382993,2,32384681,2,34918154,3,787,690,593,2185,20000000,8
104837830.8,13,24,112693921.4,2,32384681,4,81889534.25,1000,1000,691,653,2601,52500000,4
900926,1,3,37261649.67,1,2119994,1,2119994,22,2,0,0,2,19000000,8
73496139.42,12,19,137619039.4,2,97634778,1,104632573,226,3000,941,796,5975,32000000,1
43968571,2,4,39223623.5,2,97634778,3,57858024.67,99,12000,941,835,15170,22000000,2
17683670,1,1,20246959,1,20246959,1,20246959,44,953,849,625,3299,14000000,6
51530296.75,8,2,250553,1,354704,1,354704,212,10000,633,195,11083,1300000,9
39032067,2,1,32230907,1,32230907,1,32230907,15,1000,309,36,1385,2500000,5
19087997.33,3,3,22743267,2,69184427.5,1,16671505,32,1000,619,479,2949,50000000,7
70875635.17,6,29,90807581.55,2,69184427.5,2,61879708,122,1000,619,617,4263,20000000,1
78017449.25,8,3,50380692.67,1,100189501,2,100402179.5,218,10000,854,509,12652,178000000,1
23902065,3,6,22143597.17,1,27900000,1,27900000,117,851,582,556,3036,3500000,6
16228707.53,19,7,15903066.71,1,10763469,1,10763469,11000,11000,860,563,12685,15000000,7
75727,1,1,108662,1,108662,2,10246399,3,905,513,448,3185,8000000,9
117965839.2,6,8,173449028.3,1,49874933,5,35200830.4,0,12000,412,385,13573,26000000,4
60905622,6,18,78167136.22,1,45045037,1,45045037,101,966,919,681,3393,36000000,4
11704219,2,4,28954199.75,2,28586647.5,2,25377889,0,681,611,518,2486,20000000,6
36081973.33,3,6,22084518,2,28586647.5,5,20565921,39,1000,611,506,3664,45000000,5
10544143,1,3,19452873.67,1,15655665,1,15655665,0,690,400,323,2135,4000000,7
60277788.5,2,1,71026631,2,48305658,5,50827865.8,415,18000,669,644,20970,36000000,3
10198766,1,2,13930121,2,48305658,3,91537004.33,26,720,669,650,3327,20000000,6
57163112.5,16,21,125805463.8,1,24741700,1,24741700,0,828,531,65,1431,1200000,6
22800000,1,1,1183354,1,1183354,2,51442707,14,403,368,311,1577,20000000,8
2246000,1,1,532190,2,1254867,1,532190,23,1000,273,200,1610,8000000,9
860002,1,1,1977544,2,1254867,1,1977544,4,360,273,10,656,250000,8
15126948,1,6,28573802.33,1,25339117,1,25339117,4,982,945,678,4259,10000000,6
24256441.92,13,1,22000,3,12534040.67,1,22000,87,2000,683,605,4920,3000000,9
15427192,1,20,63772051.65,3,12534040.67,5,11184587.2,0,3000,683,407,4409,9000000,6
18843314,1,1,17544812,3,12534040.67,1,17544812,0,1000,683,658,4707,10000000,7
41885826.83,6,4,55268902.75,1,11466088,4,37186784,0,995,879,745,3952,71000000,7
96132575.5,2,19,71789672,1,37760080,2,75752744,14,11000,1000,582,12871,70000000,5
60905622,6,9,67751452.11,2,35840331,3,142561260.3,41,997,826,748,3544,14000000,3
31713629.75,4,1,10324441,2,35840331,1,10324441,37,10000,826,268,11431,25000000,7
3346321,4,7,25096096.57,2,13998282,2,13998282,179,12000,1000,734,15044,16000000,7
4613385,2,8,97015780.75,2,13998282,2,13998282,179,12000,1000,734,15044,16000000,7
78962929,6,12,41981311,1,74608545,2,50506649,480,8000,909,497,10325,24000000,3
42599492,3,2,3529892.5,1,6448817,2,34859538,31,690,457,448,1993,35000000,8
21900028.47,15,28,68430484.25,1,22108977,1,22108977,4,687,312,96,1134,41000000,6
1290519.5,2,2,2306964,1,900926,3,18481825,0,966,799,622,3307,10000000,9
55934939.5,2,9,48500422.89,1,36931089,3,18481825,51,11000,3000,622,16484,70000000,5
3902679,1,5,30205967.4,1,7098492,1,7098492,0,786,712,620,2501,500000,8
5669081,1,1,10076136,1,10076136,1,10076136,85,635,316,105,1352,35000000,7
31417.33333,3,2,6760868.5,1,30084,3,478046.6667,217,10000,969,442,11642,70000,9
38942559.75,4,1,30307804,2,24682414,2,22322691.5,48,775,541,531,3001,35000000,5
8035078.75,4,1,19057024,2,24682414,1,19057024,47,21000,541,238,22088,16000000,7
95222465.5,4,25,140782475.4,1,5660084,1,5660084,102,117,62,43,286,54000000,8
4002955,1,7,49428419.57,1,7417210,1,7417210,184,3000,202,82,3310,1500000,8
42592530,1,8,46276243.25,1,20916309,1,20916309,0,87000,570,470,88422,40000000,6
20232100.33,3,5,43796556.2,2,76452737,1,84049211,212,13000,730,369,15229,70000000,2
84749884,1,1,68856263,2,76452737,1,68856263,226,953,730,496,2496,15000000,3
178172594.3,4,18,103351181.3,1,257704099,1,257704099,14000,26000,12000,981,39284,150000000,1
72000000,1,1,350123553,1,350123553,1,350123553,16000,14000,962,318,16277,58800000,1
24002936,3,5,28341721.6,1,9170214,1,9170214,529,40000,29000,472,69746,11000000,8
2601847,1,1,2557668,1,2557668,1,2557668,5,1000,426,349,2739,2000000,8
3478,1,2,2926,1,3607,1,3607,275,439,161,102,940,10000000,9
64238770,1,26,70791394.65,1,3193102,2,25004425,0,402,296,132,1335,9000000,8
86390452.4,10,22,74646101.91,4,84231209,1,148213377,285,8000,1000,989,12410,73000000,1
42597837.88,8,20,57424035.85,4,84231209,3,95347150,473,18000,1000,963,22517,50000000,3
78844291.33,6,14,57567463.43,4,84231209,3,28282241.33,153,3000,1000,269,5392,80000000,2
65850588.5,8,1,35007180,4,84231209,2,26405726.5,357,23000,1000,883,26652,15000000,5
32805137.67,6,22,56921748.91,1,71309760,1,71309760,529,541,399,163,1323,25000000,3
80088540,3,1,15935068,1,15935068,1,15935068,18,935,805,307,2899,2500000,7
117965839.2,6,8,173449028.3,1,352358779,6,125162558,0,894,829,581,2593,195000000,1
58203779.25,8,1,43119879,1,43119879,3,70263258,53,27000,1000,906,31224,60000000,4
125908004.3,7,3,67400556.67,1,68558662,2,89487682,87,8000,956,918,10882,90000000,3
9628751,1,1,10297897,1,10297897,1,10297897,0,11000,597,324,11969,27000000,7
237301,1,1,505295,1,505295,1,505295,28,0,0,0,0,1800000,9
164569324,25,1,91030827,1,91030827,2,53984503,0,8000,818,701,9988,50000000,2
25698854.67,3,2,13925578,2,93806632.5,2,13157671,214,7000,468,424,8375,5000000,6
104729952.7,6,25,140782475.4,2,93806632.5,4,71913045.75,776,1000,468,310,2144,200000000,1
309775640,2,9,114034471.2,5,165592831.4,1,474544677,0,20000,14000,1000,37723,115000000,1
64842376,9,2,39229101.5,5,165592831.4,5,86605636.2,17000,29000,14000,1000,47657,100000000,3
61353939.5,4,6,61469170.83,5,165592831.4,4,35927784.25,277,25000,14000,8000,48482,28000000,7
33771174,1,15,112215589.6,5,165592831.4,5,16313863.4,628,14000,14000,548,28886,45000000,4
226653447,8,21,125805463.8,5,165592831.4,2,369329917.5,22000,23000,14000,11000,59558,150000000,1
63248008.42,12,6,20431386.17,7,53932812.43,2,48695461,847,3000,960,625,6317,17000000,6
85433,1,2,41966801.5,7,53932812.43,4,20922713.25,0,15000,960,745,18442,25500000,9
25652144.5,2,28,68430484.25,7,53932812.43,3,64901416.67,80,8000,960,658,10430,6000000,7
94417048.25,8,16,68169648.75,7,53932812.43,1,137387272,0,6000,960,697,9049,20000000,1
25227835.25,4,18,73476919.39,7,53932812.43,2,69410750,350,1000,960,619,3141,20000000,6
110527036.7,6,1,81687587,7,53932812.43,1,81687587,47,988,960,240,2517,61000000,2
100856563,3,18,78167136.22,7,53932812.43,4,47703520,101,14000,960,913,17786,80000000,2
31895218.11,9,10,51691219.4,1,24430272,1,24430272,16,44,28,16,132,43000000,6
8796770.5,2,1,20400000,1,20400000,1,20400000,54,469,436,332,2037,8000000,6
37784272.33,3,20,87187660.05,1,7689458,3,119142042,0,10000,785,645,11769,40000000,8
31537320,1,1,43097652,1,43097652,4,52227268,96,943,763,559,3497,28000000,4
97324218,2,4,34485062.5,1,41236548.5,4,49975306,226,13000,718,577,16452,60000000,3
52291747.15,13,18,47298173.67,8,43328497.75,2,26505000,0,40000,852,574,42918,1800000,6
31744983.33,3,1,26505000,8,43328497.75,2,26505000,0,40000,852,574,42918,1800000,6
28439563.5,4,2,41488438,8,43328497.75,3,19943485,0,11000,852,182,12322,8200000,6
1874359.667,3,1,8586376,8,43328497.75,4,72499069.75,2,890,852,461,3161,20000000,8
30916118,3,4,73977092,8,43328497.75,1,51431160,15,1000,852,528,3092,20000000,4
61769955,3,29,90807581.55,8,43328497.75,2,100714010.5,101,931,852,743,4664,23000000,1
78870397,7,36,91783206.47,8,43328497.75,2,100714010.5,101,13000,852,743,16937,27000000,6
78844291.33,6,29,61087552.07,8,43328497.75,1,4193025,89,1000,852,322,2518,15000000,8
58056291.33,6,3,74504468.33,1,204565000,1,204565000,607,1000,931,259,2466,8000000,1
77950090.75,4,1,150315155,4,100712905.5,2,75249121.5,51,8000,2000,322,10886,50000000,1
121621863.1,9,9,70579315.78,4,100712905.5,1,153288182,67,4000,2000,271,6355,84000000,1
50084026.7,10,9,34189179.78,4,100712905.5,1,15062898,0,3000,2000,654,6861,14000000,7
132310602,7,4,50434307.25,4,100712905.5,3,35427096.33,67,4000,2000,596,7800,80000000,2
113742527.7,3,1,6291602,1,6291602,4,184573583.8,0,2000,602,591,3954,50000000,8
164569324,25,1,174635000,2,141970605,1,174635000,4,442,162,93,822,8800000,1
81306494.33,3,2,65754411,2,141970605,1,109306210,5,442,162,57,717,15800000,1
40363530,1,1,43601508,1,43601508,1,43601508,22,727,171,148,1310,18000000,4
23645148.25,4,2,8809532,1,4992159,3,14220147.33,422,861,499,422,3306,8550000,8
63926817.25,8,26,58934241.92,2,92941098,1,68353550,235,4000,464,229,5270,10000000,3
126276498,4,18,78167136.22,2,92941098,1,117528646,91,18000,464,64,18669,35000000,1
9930159.8,5,4,6611314.75,1,15417771,3,37265029.33,36,2000,683,648,3416,12600000,7
80860131.25,4,18,47298173.67,2,140638770.5,3,162593689.3,126,19000,1000,925,25206,75000000,4
124562239.1,13,4,117379448.8,2,140638770.5,2,127268176.5,14000,10000,1000,807,12758,132000000,1
77950090.75,4,3,36220238.67,2,143476952,4,84631704.75,41,1000,955,522,4050,60000000,1
328092531.5,2,2,164605247,2,143476952,2,115963528.5,278,2000,955,912,5838,70000000,1
145109,1,1,243347,1,243347,1,243347,21,597,485,469,2555,500000,9
94417048.25,8,10,43598478.9,1,95328937,2,99570589,127,962,740,722,4555,100000000,2
15447,1,4,25771041,1,18435,1,18435,0,533,323,164,1082,1400000,9
535249,1,1,1181197,2,63243371,2,2192120.5,7,1000,1000,922,4329,15500000,8
67027640,2,31,51583335.03,2,63243371,3,59375479,368,13000,1000,466,15419,92000000,1
50657908,5,22,55336343.86,1,57504069,1,57504069,309,27,26,15,106,6000000,4
73290400.67,3,24,112693921.4,1,83400000,1,83400000,104,628,575,318,2726,3500000,2
20447712,3,22,56921748.91,1,23000,1,23000,365,907,365,49,1411,500000,9
46300000,1,3,43643885,1,14208384,1,14208384,0,372,206,130,977,30000000,7
34468224,1,6,22143597.17,1,15408822,2,27886176,13,651,555,499,2698,20000000,7
30748254.67,3,3,7065638,4,45021276.75,1,20488579,83,18000,8000,1000,29926,50000000,6
79026956.5,4,1,53574088,4,45021276.75,5,16524584.4,446,23000,8000,600,33548,55000000,4
47977634.31,13,42,42849117.6,4,45021276.75,1,85707116,452,11000,8000,697,20411,68000000,2
54632879.25,4,22,74646101.91,4,45021276.75,1,20315324,545,14000,8000,5000,27694,75000000,6
37329829,2,14,70367554.79,1,62700000,5,43653407,43,244,202,177,1008,34000000,3
62646597.5,4,4,55268902.75,1,156645693,3,64614932.67,213,886,276,249,1639,14000000,1
47952020,1,15,150704598.1,1,2086345,1,2086345,448,273,114,93,529,10000000,8
41343224.1,10,4,24514591,1,26049082,2,13035146,19,363,342,117,1024,8000000,6
12803337,2,1,25359200,1,25359200,1,25359200,0,230,193,127,673,4000000,6
40334024,1,3,24350655,6,38122754.67,2,54557348,549,3000,912,911,5732,6500000,4
43396149.8,5,2,35743235.5,6,38122754.67,2,54557348,549,3000,912,911,5732,6500000,4
31584245.5,2,1,38048637,6,38122754.67,3,37265029.33,9,975,912,648,3500,14000000,5
30878118,3,6,22143597.17,6,38122754.67,3,18033545.33,70,1000,912,826,5959,6600000,5
72874695.86,7,19,74436746.21,6,38122754.67,3,62085952,2,927,912,807,4990,15000000,8
33277685,2,5,25539650.2,6,38122754.67,5,20565921,24,967,912,506,3152,22000000,4
14400000,1,1,4064333,2,55761559,1,4064333,54,6000,923,919,9662,25000000,8
47250427,3,1,107458785,2,55761559,1,107458785,545,15000,923,251,16751,40000000,1
2807854,1,15,30483265,1,4946250,1,4946250,9,130,19,13,198,1000000,8
34746109,1,2,11511971,1,8025872,1,8025872,365,237,28,14,302,4700000,8
35583306.4,5,18,47298173.67,1,18438149,2,11239368.5,48,61,46,39,222,40000000,7
1744858,1,2,16279018.5,2,3550693.5,1,5776314,101,1000,394,157,2016,3200000,8
1738692,1,2,6416748,2,3550693.5,2,45231574.5,101,730,394,71,1208,4000000,8
43818159,1,3,44263187.67,1,2035566,1,2035566,43,170,157,113,931,13000000,8
453079,1,2,528402.5,1,1056102,1,1056102,10,715,436,93,1315,5000000,8
32416109,1,22,55336343.86,2,150505256,1,59573085,52,567,312,261,2259,18000000,4
114539781.8,6,1,241437427,2,150505256,2,127228340,38,567,312,249,1495,5000000,1
163245,1,1,379643,1,379643,3,2020422.333,84,861,425,275,2161,2200000,9
117964697.3,3,3,67661937.67,1,125014030,1,125014030,23,17000,359,281,18322,30000000,1
440385,2,1,255352,2,556147,2,556147,129,52,44,26,132,300000,9
274385,1,1,856942,2,556147,2,556147,129,375,44,26,460,200000,9
18156692,2,1,18306166,1,18306166,2,37372056.5,159,3000,61,39,3142,35000000,7
10431220,1,7,40896276.57,1,7267324,1,7267324,670,486,37,34,623,3500000,8
5415247.5,2,2,11006138.5,1,634277,1,634277,2,809,521,80,1651,16000000,9
2835886,1,1,6100000,1,6100000,1,6100000,0,16000,34,24,16089,1200000,8
712294,1,1,1705139,1,1705139,1,1705139,7,968,733,339,2545,4700000,8
20977080.33,3,3,19539468.67,1,32645546,1,32645546,61,907,807,649,3462,14000000,5
28065801,2,1,23179303,1,23179303,2,11741371,15,3000,775,350,4257,20000000,6
164569324,25,2,92223267,2,153000428,3,74259205,456,1000,935,716,4585,40000000,1
66365476.13,8,1,139852971,2,153000428,1,139852971,118,14000,935,558,16410,45000000,1
3388210,1,14,122040217.6,1,6239558,1,6239558,9,636,210,71,1033,5000000,8
26072015,2,3,13453885.33,2,9508673,1,196067,5,766,358,52,1251,7000000,9
24122959.25,4,3,55376615,2,9508673,1,18821279,212,576,358,182,1520,70000000,7
3845297.5,2,2,64365526,1,1024175,1,1024175,115,1000,305,304,2011,13000000,8
36600260.5,4,5,15828230.8,2,3136732,2,15056878.5,15,953,625,453,2510,3000000,8
39783454.5,4,1,303439,2,5436255,2,11741371,26,797,474,350,2073,8000000,9
11634458,1,5,14800303.2,2,5436255,3,3914607,11000,11000,474,223,11867,20000000,7
902835,1,1,2126511,1,2126511,2,1307691.5,25,461,79,51,615,36000000,8
105782341.5,2,42,42849117.6,1,6390032,1,6390032,386,3000,258,248,4238,3500000,8
27317148,4,1,34746109,2,24783820,2,86247086,0,585,434,388,3023,8000000,5
2574131.667,3,1,14821531,2,24783820,2,11972682.5,148,2000,434,426,3843,6000000,7
869325,1,2,1085655,1,2025238,1,2025238,8,244,230,15,489,6000000,8
65670602.25,16,13,57600840.38,3,68262786.33,1,150350192,84,648,284,191,1769,200000000,1
47977634.31,13,24,85068342.38,3,68262786.33,3,47784867.33,84,551,284,263,1874,36000000,4
35422828,1,1,6857096,1,6857096,1,6857096,777,131,66,58,343,6800000,8
16017403,2,5,27344370,1,3645438,1,3645438,192,447,236,142,923,2200000,8
2000000,1,1,3752725,2,40658381,5,16313863.4,53,14000,871,548,16252,18000000,8
123286001.2,5,36,91783206.47,2,40658381,3,75223929.67,14000,2000,871,845,4631,135000000,3
65850588.5,8,12,19671363.17,1,537580,1,537580,395,18000,1000,313,19620,30000000,9
170795766.5,11,2,203422724,1,162792677,1,162792677,487,18000,1000,1000,24205,120000000,1
24252967.22,9,22,56921748.91,1,49122319,1,49122319,30,941,459,309,2348,14000000,4
76382,1,1,110029,1,110029,1,110029,3,46,46,38,225,6500000,9
58759893.2,5,29,90807581.55,1,34912982,1,34912982,5,17000,1000,724,19974,38000000,5
