Director Score ,Director Experiecne,Actor 1 Experience ,Actor 1 Score ,Actor 2 Experience ,Actor 2 Score,Actor 3 Experience ,Actor 3 score,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,Class
265107,1,1,1071240,7,22516821.71,1,1071240,14,14000,1000,291,15848,8000000,8
4966666.667,3,42,42849117.6,7,22516821.71,5,16313863.4,14,14000,1000,548,16768,5500000,8
13959772,2,1,2600000,7,22516821.71,3,29415048.67,12,21000,1000,1000,23962,6000000,8
70712991.89,9,1,29959436,7,22516821.71,1,29959436,58,11000,1000,583,12894,13000000,6
70011073,1,1,71500556,7,22516821.71,3,24102806.67,11,14000,1000,887,16999,26000000,3
22001923.8,5,16,49811301.44,7,22516821.71,1,10991381,212,2000,1000,919,5890,35000000,7
2187123,2,8,84751564.13,1,13555988,2,30269310,34,554,439,368,2216,22000000,7
171634041.3,13,19,105641206.8,1,9430988,2,17647451.5,0,925,472,374,1997,17000000,8
129454717.5,16,36,91783206.47,1,83552429,3,176399208.3,473,833,697,464,4001,70000000,2
31962179.5,2,12,46786071.92,3,40674653,5,86605636.2,670,15000,5000,1000,22686,102000000,6
60905622,6,2,55065776,3,40674653,3,55438718.67,126,18000,5000,1000,25661,35000000,2
8080116,1,6,55095244.17,3,40674653,4,21121500.25,92,11000,5000,358,17627,15000000,7
106199815.1,10,31,51583335.03,1,84037039,2,61958757.5,21,12000,802,503,15237,120000000,2
8134217,1,2,25738054,1,13300000,1,13300000,14,262,227,136,778,600000,7
2411756,3,4,55986994.25,1,4170647,2,21362240,70,883,183,163,1616,1900000,8
35561858,3,22,55336343.86,2,7344392,2,6520530,0,796,787,727,2633,15000000,7
613556,1,1,1654367,2,7344392,3,69446604,60,4000,787,628,6526,7000000,8
49727030.27,11,5,39058132,1,7059537,1,7059537,18,939,407,233,2321,3000000,8
46982632,1,6,20431386.17,1,49994804,1,49994804,317,57,40,34,164,55000000,4
10173199.5,2,1,4018695,1,4018695,1,4018695,160,8000,327,81,8532,12000000,8
73496139.42,12,24,85068342.38,2,15242232,1,29374178,55,3000,941,294,4565,40000000,6
886410,1,1,1110286,2,15242232,1,1110286,127,6000,941,798,8876,4825000,8
617228,1,1,2181290,1,2181290,2,1196478.5,0,717,78,38,852,3000000,8
100446895,1,1,176049130,2,88222582.5,1,176049130,521,13000,805,129,14161,75000000,1
17078655.5,4,3,61437533.33,2,88222582.5,1,396035,87,887,805,420,2721,1000000,9
389804,1,3,529606.3333,4,20896114.25,1,882290,73,848,643,26,1526,10000000,9
100503,1,1,127437,4,20896114.25,1,127437,0,974,643,187,1887,18000000,9
36037909,1,1,38590500,4,20896114.25,1,38590500,0,854,643,158,1860,50000000,5
24032854,3,3,22743267,4,20896114.25,2,40942869.5,973,1000,643,400,2451,23000000,4
9166863,1,14,70367554.79,1,14348123,1,14348123,160,718,330,55,1148,12000000,7
34703228,1,7,65560129.57,1,37882551,1,37882551,11,11000,983,971,15369,16000000,5
10919549,3,22,55336343.86,1,18595716,1,18595716,20,836,826,717,3963,12000000,7
17695693.4,5,3,46852971.67,1,229311,1,229311,0,854,578,353,2705,11350000,9
44089982.92,12,3,61864016,1,92969824,1,92969824,10,49000,570,159,50005,80000000,2
14664905.73,11,15,30483265,1,8735529,2,27732451.5,9,11000,897,612,13524,15000000,8
19348,1,15,55181255.6,1,23091,2,22912703,6,10000,304,227,11091,15000000,9
671240,1,1,1523883,1,1523883,1,1523883,30,15,0,0,15,1750211,8
35877099,3,16,49811301.44,1,23618786,1,23618786,1000,175,115,108,485,8000000,6
43771291,2,4,84897455.5,2,93829164.5,1,81022333,155,426,387,293,1761,50000000,2
105243736.8,5,1,106635996,2,93829164.5,2,55076896.5,258,394,387,345,1784,58000000,1
25173302,3,17,62198271.18,1,25000000,1,25000000,0,105,103,102,527,2883848,6
511920,1,4,25771041,1,2223990,1,2223990,269,489,26,24,539,3000000,8
51468038.5,4,3,107593888,2,63601301,2,60742838.5,99,15000,833,778,17584,20000000,1
20773070,1,1,5739376,2,63601301,4,15161241,310,22000,833,587,24419,500000,8
60615383.8,10,1,66676062,2,33501185,2,43488031,0,14000,1000,889,16949,54000000,3
17078655.5,4,11,83614541.91,2,33501185,3,7803006,18000,10000,1000,977,13718,5000000,9
94640075.6,5,7,83869470,4,40517387.25,3,74259205,610,834,780,716,3637,60000000,4
52291747.15,13,4,23562728.5,4,40517387.25,3,47784867.33,53,1000,780,263,2916,55000000,3
65277864.75,4,1,31704416,4,40517387.25,4,81889534.25,357,820,780,653,2705,135000000,5
45406442.38,13,1,7825820,4,40517387.25,2,4197257.5,5,49000,780,710,50831,4000000,8
8523554.667,3,12,20867284.17,1,3073392,1,3073392,353,45,30,18,142,25000000,8
36073232,1,1,18860403,2,280159722,1,18860403,160,963,936,852,4952,25000000,7
223197363.9,7,19,105641206.8,2,280159722,3,261454783,0,1000,936,855,4834,237000000,1
42478175,1,25,140782475.4,1,35924979,2,75614219,0,2000,734,640,4311,27000000,5
49727030.27,11,9,70579315.78,2,15539941,3,66322394.67,545,722,585,552,2525,60000000,6
114539781.8,6,2,16110878.5,2,15539941,4,21121500.25,776,898,584,358,2452,30000000,8
11093554.5,2,1,52166,1,52166,2,109626083,7,87000,781,711,89263,2000000,9
20001270.5,2,28,64470357.79,1,21468807,3,37937788.33,83,912,786,579,2682,14000000,6
11783745.6,5,18,73476919.39,1,6842058,1,6842058,87,1000,581,444,3818,10000000,8
145540,1,1,252652,1,252652,1,252652,12,29,4,4,44,19900000,9
406035,1,16,34302750.75,1,927107,1,927107,4,177,66,36,333,15000000,9
4921857,2,42,42849117.6,1,3275443,1,3275443,160,8000,1000,860,10822,700000000,8
28698915.75,4,26,70791394.65,1,117541000,2,61757826.5,212,13000,982,576,16595,70000000,1
60615383.8,10,4,24514591,1,42660000,1,42660000,8,533,219,199,1254,17000000,4
96006786.67,3,3,1904352,1,5018450,1,5018450,26,1000,905,417,2687,8000000,8
36288821.8,5,6,33581918.33,1,26236603,1,26236603,0,1000,245,120,1582,6000000,6
2148212,1,3,73554747.67,1,2955039,1,2955039,49,702,616,261,2007,9000000,8
38588475.75,4,10,42029674.3,1,46563158,2,35805394.5,541,991,465,328,2562,13000000,4
72025478,3,3,46769084.67,1,45542421,1,45542421,25,304,253,16,575,30000000,4
73776455,2,11,83614541.91,1,71897215,1,71897215,16,14000,338,82,14504,15000000,3
16228707.53,19,1,30012990,1,30012990,1,30012990,159,288,249,240,1006,25000000,5
19525348.33,3,2,18902480,3,6488439.667,2,36069532,65,3000,697,681,5706,30000000,7
129115,1,1,99147,3,6488439.667,1,99147,204,1000,697,697,3207,2000000,9
34151,1,1,49526,3,6488439.667,1,49526,3,710,697,436,2119,6800000,9
28065801,2,5,27344370,1,38087756,1,38087756,80,3000,450,287,4634,40000000,5
127191395.4,7,1,226138454,1,226138454,2,119701720,420,191,165,141,664,90000000,1
74109629.57,7,14,85053953.93,3,102630401.7,2,84078591.5,235,4000,957,931,8315,52000000,1
49122319,2,3,61437533.33,3,102630401.7,1,88915214,126,18000,957,954,22436,38000000,2
33277685,2,4,55986994.25,3,102630401.7,2,228373611.5,52,3000,957,384,5547,20000000,1
7549508.5,2,17,62198271.18,1,1641788,2,1654025,0,530,387,258,1381,8000000,8
144789222.1,7,5,82483594.2,6,264371536.7,2,126387110.5,663,1000,1000,954,4764,150000000,1
400736600,1,2,254278150,6,264371536.7,1,414984497,125,15000,1000,721,19085,200000000,1
284361730,4,1,289907418,6,264371536.7,1,289907418,0,12000,1000,773,15013,115000000,1
180052210.3,3,19,74436746.21,6,264371536.7,1,191796233,487,15000,1000,802,19046,30000000,1
216080773.3,12,14,57567463.43,6,264371536.7,2,190493196,56,2000,1000,838,5005,185000000,1
180052210.3,3,19,74436746.21,6,264371536.7,2,194673430,487,15000,1000,967,21275,90000000,1
57163112.5,16,1,27545445,2,40172224.5,1,27545445,0,782,652,388,2892,6500000,6
72874695.86,7,1,52799004,2,40172224.5,1,52799004,43,18000,652,362,19815,55000000,4
71904,1,2,32586698.5,1,104257,2,8806463.5,8,798,472,78,1430,2200000,9
45406442.38,13,7,40375027,2,20746436,4,42650808.75,71,8000,723,553,10982,11000000,7
41885826.83,6,15,112215589.6,2,20746436,2,13959769.5,473,826,723,624,3455,3500000,6
1247554.667,3,14,57567463.43,1,3000000,1,3000000,0,2,2,0,4,100000,8
26288320,1,17,72775089.94,1,41797066,1,41797066,25,1000,741,473,4324,40000000,4
16329422,3,1,7137502,1,7137502,1,7137502,0,539,53,46,708,175000,8
25488293.25,4,3,18170561.33,6,134492984.2,1,16831505,12,4000,4000,663,9330,31000000,7
210515341,4,5,192321312.4,6,134492984.2,1,408992272,1000,21000,4000,3000,30426,200000000,1
21900028.47,15,28,68430484.25,6,134492984.2,5,22678916,41,18000,4000,585,24024,50000000,4
43047551.67,3,10,33242205.7,6,134492984.2,1,71347010,29,24000,4000,257,28928,40000000,3
114053579,1,11,68036095.55,6,134492984.2,1,124590960,278,18000,4000,343,22679,80000000,1
94640075.6,5,1,140459099,6,134492984.2,7,80808806.57,75,11000,4000,3000,22750,75000000,1
79855941.83,6,1,34566746,1,34566746,1,34566746,79,981,274,183,1825,80000000,5
78017449.25,8,42,42849117.6,4,146732591.3,2,79363785,301,18000,4000,71,22194,80000000,3
42919096,2,18,78167136.22,4,146732591.3,2,79363785,301,18000,4000,71,22194,80000000,3
114167288.3,3,26,70791394.65,4,146732591.3,1,92173235,0,10000,4000,206,14296,37000000,2
309775640,2,9,114034471.2,4,146732591.3,7,182771558.9,22,7000,4000,1000,13616,74000000,1
121621863.1,9,19,137619039.4,1,65656402,4,42650808.75,221,11000,970,553,13125,33000000,4
2025238,1,1,3000000,3,43620718.75,2,6607323.5,377,22000,11000,812,36859,3000000,8
74217566.25,4,11,68036095.55,3,43620718.75,6,39577848.33,545,15000,11000,697,28018,18000000,1
63760630.5,2,3,18569998,3,43620718.75,3,19453196,65,11000,11000,658,25190,80000000,5
22532852.25,4,5,13258906,1,5900000,3,30826680.67,85,1000,309,186,1852,16000000,8
83654787.5,2,9,67751452.11,2,22415904.5,1,42610000,644,437,289,174,1093,55000000,4
1028658,1,14,60449168.57,2,22415904.5,2,5178013,263,967,289,192,1582,5000000,8
26742807.67,3,12,20867284.17,1,35143332,1,35143332,108,296,270,177,1340,17000000,5
81324159,5,1,592014,1,592014,1,592014,20,58,20,0,78,218,9
62514475.5,4,14,85053953.93,1,70117571,1,70117571,906,1000,906,748,6207,58000000,3
114539781.8,6,18,103351181.3,1,134520804,1,134520804,235,13000,300,297,13961,110000000,1
13034417,1,1,17427926,1,17427926,1,17427926,27,960,664,49,1749,8000000,7
13077951,2,14,57567463.43,1,22331028,1,22331028,16,452,328,265,1819,12000000,6
37440,1,4,15541485.5,1,58214,1,58214,0,617,163,67,916,9500000,9
114096341.5,2,8,33466025.13,1,39511038,2,28206082,473,20000,4000,597,26402,16000000,5
4350774,1,9,48080572.89,1,14268533,1,14268533,34,10000,877,24,10910,31500000,7
89730465.75,4,4,64513856.25,1,5383834,1,5383834,0,85,79,35,318,2000000,8
51530296.75,8,42,42849117.6,1,6000000,2,16600000,767,607,202,87,1076,15000000,8
58056291.33,6,7,40896276.57,1,45500797,1,45500797,323,472,47,0,519,40000000,4
418268,1,10,33242205.7,1,1000000,1,1000000,109,16000,469,324,17250,14000000,8
33541019,3,20,63772051.65,1,6754898,2,4142716.5,708,433,398,316,1291,12000000,8
115504,1,2,54424877,2,13842004.5,1,327919,222,1000,788,698,3282,1500000,9
47405723,2,2,33777400,2,13842004.5,1,27356090,42,14000,788,612,16922,90000000,6
34931729.8,15,15,59253169.2,2,60748566.5,1,42652003,132,1000,465,455,2851,20000000,4
84709916,2,9,34189179.78,2,60748566.5,2,69748583,65,798,465,393,2480,10000000,3
17569852.5,2,15,112215589.6,2,78448062.5,1,28927720,10,18000,223,178,18688,33000000,6
54322273,1,9,99404221.67,2,78448062.5,1,127968405,17000,29000,223,163,29585,80000000,1
73678,1,1,108229,4,53286169.75,2,40028171,0,14000,1000,329,15860,4500000,9
116227128.5,4,10,33242205.7,4,53286169.75,1,95860116,608,49000,1000,1000,51609,16400000,2
73496139.42,12,28,68430484.25,4,53286169.75,2,96087089,69,10000,1000,1000,14486,80000000,1
6482195,1,1,532988,4,53286169.75,1,532988,6,7000,1000,935,9660,7000000,9
103429642.7,6,4,64513856.25,2,90710339.67,1,161317423,20,22000,1000,916,25354,95000000,1
96006786.67,3,19,71789672,2,90710339.67,2,63895745.5,6,22000,1000,415,24350,73000000,1
424775,2,1,1027119,2,61248039.5,1,1027119,0,254,147,131,964,225000,8
62256524.33,3,1,121468960,2,61248039.5,1,121468960,218,13000,147,73,13249,60000000,1
65239433.33,6,2,100109763.5,1,30513940,1,30513940,150,521,491,400,2060,30000000,5
166764467.8,4,2,295565812.5,3,286896790.7,1,407999255,378,34000,14000,575,49942,78000000,1
206614054.5,2,26,58934241.92,3,286896790.7,2,15486052.5,4000,17000,14000,539,32232,65000000,6
216080773.3,12,4,167589275,3,286896790.7,2,218461193.5,508,34000,14000,523,49355,130000000,1
104837830.8,13,24,112693921.4,1,213079163,3,157448871.7,116,645,522,481,2725,63000000,1
142232953.3,8,22,55336343.86,1,140530114,1,140530114,19,170,170,39,399,60000,1
34837036,5,3,262688462,1,85884815,2,152749103,12,35000,1000,1000,38450,90000000,2
13235267,1,2,6056176.5,1,3325638,1,3325638,14,902,291,215,1980,2500000,8
43396149.8,5,8,50468944.63,1,25675765,2,12856131,24,552,528,499,2730,13000000,6
71011965.86,7,31,51583335.03,1,1687311,1,1687311,98,341,26,4,371,700000000,8
4414159,3,8,30814181.88,2,84974698,3,18667027.33,0,1000,901,886,6212,21000000,7
60561607.67,3,31,51583335.03,2,84974698,1,153665036,12000,936,901,605,4121,28000000,1
15084292,2,1,16684352,2,21542176,1,16684352,11000,385,223,159,1205,17000000,7
59102062,7,1,26400000,2,21542176,3,46507797.33,767,358,223,162,1334,16000000,6
58010068.5,4,2,41403609,9,133178938,3,32402890.33,163,11000,2000,968,17533,35000000,3
39399750,1,3,120693777,9,133178938,1,56044241,56,3000,2000,533,6742,37000000,4
56238335,3,1,3071947,9,133178938,1,3071947,18,3000,2000,844,9555,3500000,8
125237609.3,4,2,104289741.5,9,133178938,2,110339107.5,198,10000,2000,884,14363,170000000,1
278303701.4,7,3,262688462,9,133178938,1,652177271,365,3000,2000,1000,8458,150000000,1
56819679.57,7,1,35266619,9,133178938,3,36148371.33,108,17000,2000,534,20051,30000000,5
19036192,2,12,41981311,9,133178938,3,36148371.33,108,17000,2000,534,20051,30000000,5
61353939.5,4,29,61087552.07,9,133178938,7,182771558.9,9,15000,2000,1000,20061,50000000,5
147155238.5,11,11,83614541.91,9,133178938,5,70558230.2,0,3000,2000,882,7273,60000000,1
65239433.33,6,2,96380481.5,1,150415432,1,150415432,170,13000,738,668,15662,44000000,1
992238,1,3,48475898.67,1,2268296,3,13748067.33,129,10000,918,782,13180,6500000,8
33472850,1,20,63772051.65,5,92103271.4,4,20922713.25,708,11000,8000,745,20440,60000000,2
124562239.1,13,4,117379448.8,5,92103271.4,2,72087896,14000,49000,8000,5000,64259,70000000,1
44032714.75,8,5,68325215.8,5,92103271.4,1,33987757,0,20000,8000,23,28027,27000000,5
54527053.5,2,3,58499149.67,5,92103271.4,2,77322611,0,11000,8000,350,19359,110000000,1
52609260.5,8,21,125805463.8,5,92103271.4,3,48677041.33,79,18000,8000,956,30063,45000000,1
16574731,1,8,26462701.88,1,12555230,1,12555230,9,120,44,32,218,2000000,7
216080773.3,12,4,149484939.5,1,197171806,1,197171806,14000,11000,844,440,12884,48000000,1
3557171.6,5,9,34786323.11,3,328091.3333,1,395592,148,900,648,471,2972,2000000,9
8103987,2,12,49418512.67,3,328091.3333,3,3914607,0,716,648,223,1843,33000000,9
4720371,1,10,43598478.9,3,328091.3333,1,489220,165,686,648,319,1743,365000,9
3347439,1,1,6173485,1,6173485,1,6173485,11,56,36,8,105,7000000,8
3235557,2,22,55336343.86,1,10269307,6,11664967.33,78,12000,3000,968,17524,8000000,7
72874695.86,7,36,91783206.47,1,110222438,3,76473678.33,70,2000,528,512,3984,26000000,1
12697948.33,3,22,55336343.86,1,4741987,1,4741987,956,10000,233,113,10368,14000000,8
19136615.5,2,1,18663911,2,9448507,1,18663911,11,11000,838,281,12554,16500000,7
143653,1,2,666551.5,2,9448507,4,23587314,554,876,838,530,2544,7000000,9
15655665,1,2,19114274.5,1,10214013,2,51892908,31,1000,249,141,1564,35000000,7
38015328.14,6,19,71789672,1,65010106,1,65010106,729,442,344,322,1556,30000000,3
15785632,1,19,71789672,1,5204007,1,5204007,31,783,132,57,1044,28000000,8
20981633,1,1,30226144,2,34329483.5,6,39577848.33,18000,18000,2000,697,22745,15000000,5
41167332,4,1,38432823,2,34329483.5,6,125162558,21,12000,2000,581,15811,30000000,5
17605861,1,6,41074794.67,2,33158660.5,1,39263506,119,1000,931,332,2382,22000000,5
23951221,2,14,60449168.57,2,33158660.5,2,44801407.5,0,964,931,327,2888,40000000,6
55708283.75,4,12,20867284.17,1,2964,1,2964,143,1000,945,613,3086,16000000,9
9959215.5,2,1,15047419,1,15047419,1,15047419,126,23000,1000,517,25462,7000000,7
48425654.2,5,25,140782475.4,2,27911051,1,55802754,87,15000,3000,923,20956,35000000,4
16066,1,3,18569998,2,27911051,1,19348,7,12000,3000,875,16118,10000000,9
57776561.78,9,15,55181255.6,1,67900000,1,67900000,46,594,303,293,1898,27500000,3
59102062,7,20,87187660.05,1,42071069,2,23335534.5,101,787,299,223,1827,30000000,4
556147,2,1,12561,1,12561,1,12561,14,3000,547,356,4094,19000000,9
97324218,2,1,103400692,1,103400692,1,103400692,52,20000,315,161,20645,145000000,1
19638493.8,5,11,95139529.18,1,12610731,1,12610731,52,1000,935,489,3050,11000000,7
1602466,1,1,2201412,1,2201412,1,2201412,584,629,398,74,1173,12215500000,8
298110,1,1,609042,3,128194498.7,3,146242641.7,7,2000,783,548,3475,1300000,9
86625371,2,15,59253169.2,3,128194498.7,1,141600000,644,1000,783,559,3468,3000000,1
145933294.5,4,9,99404221.67,3,128194498.7,4,127316876,14000,11000,783,488,12906,18000000,1
11996969.5,2,8,26462701.88,1,488872,2,1307691.5,0,478,83,51,700,10000000,9
5530576,2,6,26531301.83,1,16168741,1,16168741,109,480,12,7,517,8000000,7
3773863,1,1,6734844,1,6734844,2,10945522,213,567,67,45,711,17000000,8
381225,1,1,869325,1,869325,1,869325,0,721,514,284,2000,6000000,9
5430822,1,1,9600000,1,9600000,1,9600000,603,10000,416,279,11094,910000,8
52121397.33,3,4,40968672.75,3,6378679.667,1,7837632,0,805,223,177,1466,18000000,8
125169,1,1,198407,3,6378679.667,1,198407,38,363,223,85,774,2000000,9
22378561,2,1,11100000,3,6378679.667,1,11100000,0,400,223,52,896,25000000,7
110720,1,1,214202,2,26378917,2,381568,7,662,345,289,1952,12000000,9
24256441.92,13,1,52543632,2,26378917,1,52543632,12,1000,345,334,2297,13200000,4
9018618.667,3,3,42261818,1,25138292,2,12720248,22,648,191,159,1122,3500000,6
121621863.1,9,4,93306545.75,2,118099659,2,118099659,176,783,370,322,2097,144000000,1
110527036.7,6,1,118099659,2,118099659,2,118099659,176,783,370,322,2097,144000000,1
48423368,1,3,64544560.33,1,83906114,2,42252379.5,415,982,971,119,2357,40000000,2
21204509,2,17,72775089.94,1,40168080,3,26383457.67,124,2000,850,534,3889,26000000,4
78870397,7,3,19539468.67,8,110271356.4,2,11445200,655,24000,14000,405,39307,18000000,7
43650000,1,1,64459316,8,110271356.4,1,64459316,42,20000,14000,586,35161,149000000,3
223197363.9,7,19,105641206.8,8,110271356.4,1,658672302,0,29000,14000,794,45223,200000000,1
164569324,25,3,79318709.33,8,110271356.4,1,22877808,0,29000,14000,10000,53895,35000000,6
75526093,5,18,103351181.3,8,110271356.4,1,51676606,395,40000,14000,2000,58823,25000000,4
18062755,2,2,29003673,8,110271356.4,4,30736920.75,317,18000,14000,256,32637,50000000,7
98130188.58,12,8,51329144.5,8,110271356.4,3,44233985.33,0,20000,14000,3000,41059,6000000,8
82233506,6,31,51583335.03,8,110271356.4,5,57028158.2,0,25000,14000,1000,41059,16500000,4
47977634.31,13,3,33434292,1,48237389,3,48401295.67,29,15000,852,816,18789,25000000,4
25000000,1,1,37188667,2,37188667,2,37188667,33,1000,188,135,1531,12000000,5
32402610,4,3,61274324.67,2,37188667,2,37188667,33,1000,188,135,1531,12000000,5
38635832.17,6,1,183088,1,183088,2,75249121.5,168,697,329,322,2243,15000000,9
2062413.5,2,14,57567463.43,1,2775593,1,2775593,53,480,261,87,858,27000000,8
16228707.53,19,7,15903066.71,1,8093318,1,8093318,0,204,178,175,707,20000000,8
20035310,1,12,31450127.92,1,17768000,1,17768000,27,742,120,101,1136,5000000,7
44089982.92,12,3,41403621,1,56702901,3,53788516.67,234,3000,552,521,4713,60000000,4
146402,1,1,265107,1,265107,1,265107,0,945,774,209,2282,1500000,9
104837830.8,13,3,48475898.67,4,68900449.75,3,53731856.33,64,2000,899,664,4811,60000000,1
67583511.33,3,13,47377885.46,4,68900449.75,5,44399296.2,0,12000,899,805,14672,18000000,4
57163112.5,16,11,68036095.55,4,68900449.75,3,89773880,101,13000,899,839,16179,35000000,2
12055108,1,4,3958166.75,4,68900449.75,4,37541715,0,4000,899,826,7103,6000000,8
21527877,3,4,10346066.25,1,21133087,1,21133087,192,347,301,282,1254,12000000,6
5518918,1,5,57512741.8,2,1657003.5,3,146242641.7,37,748,573,548,2417,13000000,8
16438503.33,3,6,6319410.667,2,1657003.5,5,20974738,37,574,573,501,1983,800000,9
164569324,25,5,69573067.2,1,238371987,3,87128330,31,4000,225,213,4628,165000000,1
215185,1,1,611709,1,611709,1,611709,592,232,67,36,391,3850000,9
1940040.167,6,5,68325215.8,1,3047539,1,3047539,147,8000,3000,1000,13762,7217600,8
41343224.1,10,1,33860010,1,33860010,3,69446604,3,14000,982,628,16461,15000000,5
7016129,2,1,22452209,1,22452209,2,13930863,64,808,720,637,5734,18000000,6
82233506,6,3,8807926,1,13753931,1,13753931,16000,378,85,78,751,19000000,7
21204509,2,2,27301465,1,5480996,2,12278905.5,0,21000,18000,407,39507,8700000,8
15506342.5,4,24,112693921.4,1,55865715,1,55865715,13,494,392,368,2013,10000000,4
4091,1,1,4756,1,4756,1,4756,3,2000,228,88,2450,25000000,9
21900028.47,15,1,5228617,1,5228617,2,12254926,467,467,322,287,1431,100000,8
17441330,2,3,11727432,1,13337299,1,13337299,34,427,66,65,729,20000000,7
13395939,1,5,13258906,2,11873504.5,2,12073687,8,839,730,472,2961,32000000,7
34931729.8,15,1,5949693,2,11873504.5,1,5949693,44,33000,730,552,34351,12000000,8
144789222.1,7,42,42849117.6,1,25003072,2,17321157,192,3000,859,847,5737,24000000,6
42597837.88,8,1,4922166,1,4922166,1,4922166,7,525,281,251,1445,12000000,8
47272993.4,5,20,87187660.05,1,22168359,1,22168359,81,321,101,92,584,8000000,6
12055,1,3,33460823,1,14616,1,14616,0,1000,445,247,2059,12000000,9
31744983.33,3,19,74436746.21,2,49071756,3,29153279.67,52,14000,2000,579,17278,25000000,4
34822345,3,3,58754511.33,2,49071756,6,71058478.83,37,11000,2000,651,14073,50000000,4
80088540,3,19,71789672,5,72540168.4,4,81254376.5,488,10000,743,597,12182,50000000,1
158763032.4,5,5,25973979.8,5,72540168.4,1,35168395,0,24000,743,432,25469,50000000,5
111719830,5,22,56921748.91,5,72540168.4,2,30526531.5,0,856,742,725,3309,20000000,8
110428945,2,1,63939454,5,72540168.4,2,55376410,31,947,742,591,2968,35000000,3
77950090.75,4,25,140782475.4,5,72540168.4,3,62118800.33,34,760,743,434,2762,109000000,1
59102062,7,1,58297830,3,99716398,1,58297830,383,4000,808,753,6017,50000000,4
98130188.58,12,1,234360014,3,99716398,1,234360014,420,20000,808,560,21714,210000000,1
3500000,1,3,49667756.67,3,99716398,1,6491350,0,886,808,719,5139,10000000,8
110428945,2,1,33451479,1,33451479,1,33451479,589,848,153,150,1164,500000,5
51045757.25,4,3,58823133.67,1,128505958,1,128505958,119,332,165,6,505,18000000,1
14673301,1,1,16901126,1,16901126,2,28206082,0,1000,649,597,3544,7000000,7
2024854,1,1,4771000,1,4771000,1,4771000,377,529,502,236,1502,800000,8
37122402.6,5,2,51431263.5,3,30267883.67,3,43069293.33,136,833,543,526,3400,28000000,3
80048424.5,6,9,73404714.56,3,30267883.67,3,59375479,11,854,543,466,2765,38000000,6
50657908,5,26,58934241.92,3,30267883.67,1,766487,136,4000,543,139,4883,5250000,9
59102062,7,17,62198271.18,1,45645204,2,112757737.5,0,939,255,237,1748,30000000,4
54632879.25,4,7,31481136.43,4,34624573.5,2,27886176,11,911,521,499,3058,16000000,4
110527036.7,6,6,42063537.83,4,34624573.5,1,30105968,16,541,521,387,2268,37000000,5
31895218.11,9,21,125805463.8,4,34624573.5,3,22966774.33,160,852,521,490,2603,33000000,5
32200757.75,4,3,50380692.67,4,34624573.5,3,22966774.33,160,852,521,491,2604,33000000,5
4414159,3,1,399611,1,399611,1,399611,11,767,529,316,2370,6000000,9
24208079.5,2,1,17149,1,17149,1,17149,212,567,111,18,708,20000000,9
4756,1,4,34485062.5,1,4958,1,4958,5,29,18,12,86,2000000,9
325491,1,1,669276,1,669276,1,669276,18,742,83,73,1088,28000000,9
152696378.8,5,6,118162566.3,1,290158751,1,290158751,883,11000,504,441,12643,18000000,1
45423646.75,4,16,34302750.75,1,34334256,1,34334256,34,383,333,322,1945,11000000,5
20962485,2,24,48610758.46,1,6755271,2,33770770,23,847,591,560,3004,5000000,8
14990515,3,2,4412258.5,1,6615578,2,4789295,97,577,416,231,1341,13000000,8
57163112.5,16,42,42849117.6,2,8077785.5,1,7443007,0,579,489,210,1500,30000000,8
4394936,1,8,70075808,2,8077785.5,1,8712564,54,748,489,398,1721,27000000,8
6734844,1,1,11634458,1,11634458,1,11634458,11,1000,436,142,2020,17000000,7
17156524,2,1,21078145,3,26947314.67,2,11719164.5,18000,18000,638,543,20456,12500000,6
68527744.67,3,9,34189179.78,3,26947314.67,1,59699513,130,826,638,426,2259,35000000,4
48546578,1,7,49210771,3,26947314.67,2,30049033,415,33000,638,545,34495,29000000,9
3041803,1,2,3265381.5,1,5480318,1,5480318,84,1000,778,572,2691,5000000,8
64823621,2,4,105932776.3,1,54103533.5,2,43393202.5,87,3000,576,446,5174,35000000,3
11576087,1,1,23213577,2,212645133,2,20608901,11000,19000,581,252,19894,15500000,6
174635000,1,3,223019901.7,2,212645133,3,176399208.3,0,894,581,464,3218,200000000,1
16228707.53,19,13,63511379.92,3,38781760.67,4,49466860.75,72,623,593,568,3165,65000000,7
170795766.5,11,6,89419943.33,3,38781760.67,1,51483949,235,955,593,105,1777,22000000,4
79855941.83,6,3,57559338,3,38781760.67,2,22912703,148,978,593,227,2184,35000000,4
6462576,1,1,11227940,1,11227940,1,11227940,3,372,248,239,1274,34000000,7
2245,1,3,19490.66667,1,2436,1,2436,5,416,403,356,1611,2000000,9
11466088,1,3,76445910.67,4,29000816.75,2,5316384.5,11000,19000,427,405,20132,4000000,7
9092019.25,4,1,11883495,4,29000816.75,1,11883495,29,711,427,161,1462,9000000,7
38240794,4,1,87704396,4,29000816.75,3,90974766,36,537,427,232,1302,66000000,2
41535952.33,3,1,5899797,4,29000816.75,2,14494861.5,0,18000,427,400,18855,29000000,8
108477742.5,4,9,48500422.89,1,3798532,1,3798532,0,3000,441,126,3668,4500000,8
76894498,2,7,86752503,2,20477659,1,38624000,221,11000,503,491,13162,12000000,5
